ID,Parent Sector,Parent Sector (2),Parent Sector (3),Sub Sector (1),Sub Sector (2),Sub Sector (3),Sub Sector (4),Sector Source,Products,Products (2),Project Name,Slug,Organization,Origin,Notes,Comments
957,Health,,,,,,,,,,Gansu No. 3 People's Hospital and Elderly Care,gansu_no_3_peoples_hospital_and,KfW Entwicklungsbank,GIZ,,
958,,,,,,,,,,,Inklusives Ökosystem für digitalen Zahlungsverkehr (BM),inklusives_kosystem_fr_digitalen,KfW Entwicklungsbank,GIZ,,
959,Private Sector Engagement,Work and Employment,,Private Sector Development,,,,,,,Start-up Förderung Afrika,startup_frderung_afrika,KfW Entwicklungsbank,GIZ,,
960,"Digital, Data, and Technology",,,ICT Infrastructure,,,,,,,CIV: Optic Fibre in Côte d'Ivoire im im WAPP-Kontext (inkl IKT-Anteil),civ_optic_fibre_in_cte_divoire_i,KfW Entwicklungsbank,GIZ,,
961,,,,,,,,,,,Sektorprogramm Gesundheit VI (Investition),sektorprogramm_gesundheit_vi_inv,KfW Entwicklungsbank,GIZ,,
962,,,,,,,,,,,Sektorprogramm Gesundheit VI (Begleitmaßnahme),sektorprogramm_gesundheit_vi_beg,KfW Entwicklungsbank,GIZ,,
963,Rural Development,,,Standards,,,,,,,Soziale Absicherung von absolut Armen IV (VP),soziale_absicherung_von_absolut,KfW Entwicklungsbank,GIZ,,
964,Work and Employment,,,Vocational Training and labor market,,,,,,,Ji'an Technical Vocational Education Base,jian_technical_vocational_educat,KfW Entwicklungsbank,GIZ,,
965,,,,,,,,,,,Regionaler Infrastrukturentwicklungsfonds (RIDF VIII),regionaler_infrastrukturentwickl,KfW Entwicklungsbank,GIZ,,
966,,,,,,,,,,,"Digitale Lösungen zur Erzielung von ""Allgemeiner Gesundheitsabsicherung"" (Universal Health Coverage) in Tansania",digitale_lsungen_zur_erzielung_v,KfW Entwicklungsbank,GIZ,,
967,,,,,,,,,,,SADC: TFCA Fazilität (VPT),sadc_tfca_fazilitt_vpt,KfW Entwicklungsbank,GIZ,,
968,,,,,,,,,,,APS Application Processing System,aps_application_processing_syste,KfW Entwicklungsbank,GIZ,,
969,Economics and Finance,,,,,,,,,,MENA-Regionalfonds für KKMU-Finanzierung V (SANAD),menaregionalfonds_fr_kkmufinanzi,KfW Entwicklungsbank,GIZ,,
970,,,,,,,,,,,Ghana - Inklusives Ökosystem für digitalen Zahlungsverkehr (SI Digitales Afrika) - VP,ghana__inklusives_kosystem_fr_di,KfW Entwicklungsbank,GIZ,,
971,Economics and Finance,,,,,,,,,,"Mikrofinanzdienstleistungen im ländl. Raum -"" Lao Access to Finance Fund II"" (LAFF II)",mikrofinanzdienstleistungen_im_l,,GIZ,,
972,,,,,,,,,,,"Umweltgerechtes Recycling und Entsorgung von E-Schrott, Phase 2",umweltgerechtes_recycling_und_en,KfW Entwicklungsbank,GIZ,,
973,,,,,,,,,,,Beteiligungsfinanzierung für Start-Ups und KKMUs,beteiligungsfinanzierung_fr_star,KfW Entwicklungsbank,GIZ,,
974,,,,,,,,,,,Dt.-Ind. Solarpartnerschaft II - Begleitmaßnahme,dtind_solarpartnerschaft_ii__beg,KfW Entwicklungsbank,GIZ,,
975,,,,,,,,,,,DBN Kreditlinie für klimarelevante Infrastrukturinvestitionen,dbn_kreditlinie_fr_klimarelevant,KfW Entwicklungsbank,GIZ,,
976,,,,,,,,,,,Nachhaltige Stadtentwicklung - Smart Cities (BM),nachhaltige_stadtentwicklung__sm,KfW Entwicklungsbank,GIZ,,
977,Social Development and Education,,,E-learning,,,,,,,Unlocking Talent: E-Learning für Primarbildung,unlocking_talent_elearning_fr_pr,KfW Entwicklungsbank,GIZ,,
978,Social Development and Education,,,E-learning,,,,,,,Soziale Absicherung von absolut Armen V,soziale_absicherung_von_absolut,KfW Entwicklungsbank,GIZ,,
979,Rural Development,,,Standards,,,,,,,Soziale Absicherung von absolut Armen VI,soziale_absicherung_von_absolut,KfW Entwicklungsbank,GIZ,,
980,Rural Development,,,Standards,,,,,,,Soziale Absicherung von absolut Armen II (EU-Mandat),soziale_absicherung_von_absolut,KfW Entwicklungsbank,GIZ,,
981,Rural Development,,,Standards,,,,,,,Einführung von TruBudget in Burkina Faso,einfhrung_von_trubudget_in_burki,KfW Entwicklungsbank,GIZ,,
982,Work and Employment,,,Vocational Training and labor market,,,,,,,Employment and Skills Developement Programme (Beschäftigungsförderung),employment_and_skills_developeme,KfW Entwicklungsbank,GIZ,,
983,,,,,,,,,,,Darlehen zur Unterstützung der Rückkehr von Binnenflüchtlingen im Irak (UFK mit Bundesdeckung),darlehen_zur_untersttzung_der_rc,KfW Entwicklungsbank,GIZ,,
984,,,,,,,,,,,Klimafreundliche Modernisierung des städtischen öffentlichen Verkehrs in Tamil Nadu,klimafreundliche_modernisierung,KfW Entwicklungsbank,GIZ,,
985,,,,,,,,,,,"MIFSSA II, 10. Tranche",mifssa_ii_10_tranche,KfW Entwicklungsbank,GIZ,,
986,,,,,,,,,,,KKMU Förderung im ländlichen Raum (CAM) - A+F Maßnahme,kkmu_frderung_im_lndlichen_raum,KfW Entwicklungsbank,GIZ,,
987,,,,,,,,,,,Kommunales Klimaschutzprogramm II (Chernivtsi) Phase 3,kommunales_klimaschutzprogramm_i,KfW Entwicklungsbank,GIZ,,
988,,,,,,,,,,,Förderung der AccèsBanque Madagascar,frderung_der_accsbanque_madagasc,KfW Entwicklungsbank,GIZ,,
989,,,,,,,,,,,Nachhaltige Bewirtschaftung der Waldflächen in Baishui (Shaanxi IV),nachhaltige_bewirtschaftung_der,KfW Entwicklungsbank,GIZ,,
990,,,,,,,,,,,Metro Nagpur,metro_nagpur,KfW Entwicklungsbank,GIZ,,
991,Health,,,Infectious Diseases,,,,,,,HIV-AIDS-Prävention in Zentralafrika V,hivaidsprvention_in_zentralafrik,KfW Entwicklungsbank,GIZ,,
992,,,,,,,,,,,Programm zur Förderung ländlicher Wege III (VPT 1),programm_zur_frderung_lndlicher,KfW Entwicklungsbank,GIZ,,
993,,,,,,,,,,,"Stärkung der Resilienz - WFP (Nahrungsmittelgutscheine LBN/,IRQ)",strkung_der_resilienz__wfp_nahru,KfW Entwicklungsbank,GIZ,,
994,,,,,,,,,,,Inova Klimaprogramm (FINEP),inova_klimaprogramm_finep,KfW Entwicklungsbank,GIZ,,
995,,,,,,,,,,,Sektor-Programm Gesundheit VII,sektorprogramm_gesundheit_vii,KfW Entwicklungsbank,GIZ,,
996,Economics and Finance,,,,,,,,,,MENA-Regionalfonds für KKMU-Finanzierung IV (SANAD),menaregionalfonds_fr_kkmufinanzi,KfW Entwicklungsbank,GIZ,,
997,,,,,,,,,,,"Weiterentwicklung der Mikrofinanzinitiative für Sub-Sahara-Afrika II (MIFSSA, 6. Tranche)",weiterentwicklung_der_mikrofinan,KfW Entwicklungsbank,GIZ,,
998,,,,,,,,,,,Informatisierung der Steuerverwaltung (Phase 2),informatisierung_der_steuerverwa,KfW Entwicklungsbank,GIZ,,
999,,,,,,,,,,,"Nanchang Metro Line 2, Jiangxi Province",nanchang_metro_line_2_jiangxi_pr,KfW Entwicklungsbank,GIZ,,
1000,Economics and Finance,,,,,,,,,,Gaza Wiederaufbau - Zusatzfinanzierung zum Kommunalentwicklungsprogramm (MDLF VI),gaza_wiederaufbau__zusatzfinanzi,KfW Entwicklungsbank,GIZ,,
1001,,,,,,,,,,,Verbesserung der Mutter-Kind-Versorgung in entlegenen Regionen,verbesserung_der_mutterkindverso,KfW Entwicklungsbank,GIZ,,
1002,,,,,,,,,,,Verbesserung der Lebensbedingungen von Flüchtlingen auf aufnehmenden Gemeinden in der Syrienkrise,verbesserung_der_lebensbedingung,KfW Entwicklungsbank,GIZ,,
1003,Rural Development,Work and Employment ,,Enterprise Ecosystems ,,,,,,,"Weiterentwicklung der Mikrofinanzinitiative für Sub-Sahara Afrika II (MIFFSSA), Tranche V",weiterentwicklung_der_mikrofinan,,GIZ,,
1004,,,,,,,,,,,Regionales Referenzlabor und Labor-Netzwerk in der EAC zur Bekämpfung von übertragbaren Erkrankungen (VP),regionales_referenzlabor_und_lab,KfW Entwicklungsbank,GIZ,,
1005,,,,,,,,,,,Regionales Ausbildungszentrum für Gesundheitslogistiker,regionales_ausbildungszentrum_fr,KfW Entwicklungsbank,GIZ,,
1006,,,,,,,,,,,Unterstützung zur Steigerung der Resilienz vulnerabler Gruppen in Äthiopien (WEP PRRO 200712),untersttzung_zur_steigerung_der,KfW Entwicklungsbank,GIZ,,
1007,,,,,,,,,,,Gründerzentrum (VP),grnderzentrum_vp,,GIZ,,
1008,Economics and Finance,Rural Development,,,,,,,,,Korbfinanzierung Bildung mit Äthiopien,korbfinanzierung_bildung_mit_thi,KfW Entwicklungsbank,GIZ,,
1009,,,,,,,,,,,Partnerschaft zur Entwicklung lokaler Anleihenmärkte IV,partnerschaft_zur_entwicklung_lo,KfW Entwicklungsbank,GIZ,,
1010,,,,,,,,,,,Europäischer Fonds für Südosteuropa (EFSE) - Erweiterung Ukrainefenster III (Begleitmaßnahme),europischer_fonds_fr_sdosteuropa,KfW Entwicklungsbank,GIZ,,
1011,Economics and Finance,,,,,,,,,,Kommunalfinanzierung,kommunalfinanzierung,KfW Entwicklungsbank,GIZ,,
1012,,,,,,,,,,,Programm kleinstädtische Wasser- und Sanitärversorgung (VPT 1),programm_kleinstdtische_wasser_u,KfW Entwicklungsbank,GIZ,,
1013,,,,,,,,,,,Urumqi Metro Line 1,urumqi_metro_line_1,KfW Entwicklungsbank,GIZ,,
1014,,,,,,,,,,,Unterstützung des nationalen Programms zur nachhaltigen Kleinbewässerungslandwirtschaft,untersttzung_des_nationalen_prog,KfW Entwicklungsbank,GIZ,,
1015,,,,,,,,,,,Städtische Wasserversorgung Sekundärstädte VI,stdtische_wasserversorgung_sekun,KfW Entwicklungsbank,GIZ,,
1016,,,,,,,,,,,"Schwerpunktprogramm Gesundheit, Komponente ""Mutter-Kind Versorgung"" Phase IX (Begleitmaßnahme)",schwerpunktprogramm_gesundheit_k,KfW Entwicklungsbank,GIZ,,
1017,,,,,,,,,,,EU-Mandat: Ausbildungsinitiative für Afrika,eumandat_ausbildungsinitiative_f,KfW Entwicklungsbank,GIZ,,
1018,Health,,,Infectious Diseases,,,,,,,HIV/AIDS: Blutbankensicherheit,hivaids_blutbankensicherheit,KfW Entwicklungsbank,GIZ,,
1019,"Digital, Data, and Technology",,,,,,,,,,Traffic Control System Huainan,traffic_control_system_huainan,KfW Entwicklungsbank,GIZ,,
1020,,,,,,,,,,,Programm zur Unterstützung der Dezentralisierung und guten Regierungsführung,programm_zur_untersttzung_der_de,KfW Entwicklungsbank,GIZ,,
1021,,,,,,,,,,,Ländliche Familienplanung,lndliche_familienplanung,KfW Entwicklungsbank,GIZ,,
1022,,,,,,,,,,,Programm kleinstädtische Wasser- und Sanitärversorgung,programm_kleinstdtische_wasser_u,KfW Entwicklungsbank,GIZ,,
1023,,,,,,,,,,,Office du Niger - Bewässerung N'Débougou IV,office_du_niger__bewsserung_ndbo,KfW Entwicklungsbank,GIZ,,
1024,,,,,,,,,,,"Fazilität ""Investitionen für Beschäftigung"" GmbH",fazilitt_investitionen_fr_beschf,KfW Entwicklungsbank,GIZ,,
1025,Environment and Climate,,,,,,,,,,Klimaversicherungsfonds - Treuhandbeteiligung,klimaversicherungsfonds__treuhan,,GIZ,,
1026,,,,,,,,,,,Urbane Klimaanpassung in Zentralamerika - Komponente Honduras,urbane_klimaanpassung_in_zentral,KfW Entwicklungsbank,GIZ,,
1027,,,,,,,,,,,Ländliche Entwicklung und Landwirtschaft II,lndliche_entwicklung_und_landwir,KfW Entwicklungsbank,GIZ,,
1028,,,,,,,,,,,responsAbility Participations,responsability_participations,KfW Entwicklungsbank,GIZ,,
1029,,,,,,,,,,,Waldmonitoring,waldmonitoring,KfW Entwicklungsbank,GIZ,,
1030,,,,,,,,,,,SIFAB Fazilitäte für Fazilität Ausbildung & Beschäftigung II,sifab_fazilitte_fr_fazilitt_ausb,KfW Entwicklungsbank,GIZ,,
1031,,,,,,,,,,,Gletschermonitoring für Energie- und Wassersicherheit,gletschermonitoring_fr_energie_u,KfW Entwicklungsbank,GIZ,,
1032,Economics and Finance,Private Sector Engagement,,,,,,,,,Investitionsfonds AfricaGrow,investitionsfonds_africagrow,KfW Entwicklungsbank,GIZ,,
1033,,,,,,,,,,,Gemeindefonds zur Förderung der Grundbildung und Wiederaufbau der kommunalen Infrastruktur Phase III,gemeindefonds_zur_frderung_der_g,KfW Entwicklungsbank,GIZ,,
1034,,,,,,,,,,,Rehabilitierung des Provinzkrankenhauses Faisabad (Aufstockung),rehabilitierung_des_provinzkrank,KfW Entwicklungsbank,GIZ,,
1035,,,,,,,,,,,IKT - Ansatz Gavi,ikt__ansatz_gavi,KfW Entwicklungsbank,GIZ,,
1036,,,,,,,,,,,Jugendfreundliche Dienste,jugendfreundliche_dienste,KfW Entwicklungsbank,GIZ,,
1037,,,,,,,,,,,Bildungsprogramm III,bildungsprogramm_iii,KfW Entwicklungsbank,GIZ,,
1038,,,,,,,,,,,"Entwicklung des Wasser- und Sanitärsektors - Water Services Trust Fund, Phase III",entwicklung_des_wasser_und_sanit,KfW Entwicklungsbank,GIZ,,
1039,,,,,,,,,,,Wasserver- und Abwasserentsorgungsprogramm Zentralamerika II,wasserver_und_abwasserentsorgung,KfW Entwicklungsbank,GIZ,,
1040,,,,,,,,,,,Programm zur Stärkung zentraler Governance-Strukturen,programm_zur_strkung_zentraler_g,KfW Entwicklungsbank,GIZ,,
1041,,,,,,,,,,,Programm Unterstützung des PFM Reformprogramms FINMAP II,programm_untersttzung_des_pfm_re,KfW Entwicklungsbank,GIZ,,
1042,,,,,,,,,,,Pan-afrikanische Universität (PAU),panafrikanische_universitt_pau,KfW Entwicklungsbank,GIZ,,
1043,,,,,,,,,,,Innovativer Unternehmens-Fonds (ENIF),innovativer_unternehmensfonds_en,KfW Entwicklungsbank,GIZ,,
1044,,,,,,,,,,,Programm Dezentrale Gesundheitsversorgung,programm_dezentrale_gesundheitsv,KfW Entwicklungsbank,GIZ,,
1045,Private Sector Engagement,Work and Employment ,,,,,,,,,"Integrierte Verbundfinanzierung ""Sektorreformprogramm Siedlungswasserwirtschaft (PGF) V""",integrierte_verbundfinanzierung,KfW Entwicklungsbank,GIZ,,
1046,,,,,,,,,,,Beteiligung am gemeinschaftlichen Programm für Makro-Ökonomische Unterstützung VII (BM),beteiligung_am_gemeinschaftliche,KfW Entwicklungsbank,GIZ,,
1047,,,,,,,,,,,"Unterstützung des Entwaffnungs-, Demobilisierungs- und Reintegrationsprogramms (DDR) II",untersttzung_des_entwaffnungs_de,KfW Entwicklungsbank,GIZ,,
1048,,,,,,,,,,,Programm Wasserverlustreduktion,programm_wasserverlustreduktion,KfW Entwicklungsbank,GIZ,,
1049,,,,,,,,,,,Modernisierung von medizinischen Multiprofilzentren der Gebietsebene II,modernisierung_von_medizinischen,KfW Entwicklungsbank,GIZ,,
1050,Economics and Finance,,,,,,,,,,Weiterentwicklung der Mikrofinanzinitiative für Sub-Sahara Afrika (MIFSSA II),weiterentwicklung_der_mikrofinan,KfW Entwicklungsbank,GIZ,,
1051,Economics and Finance,,,,,,,,,,Programm Nachhaltige Wirtschaftsentwicklung - Finanzsektorförderung,programm_nachhaltige_wirtschafts,KfW Entwicklungsbank,GIZ,,
1052,,,,,,,,,,,Klimaanpassung: Hydrologisches Messnetz,klimaanpassung_hydrologisches_me,KfW Entwicklungsbank,GIZ,,
1053,,,,,,,,,,,Sektorvorhaben Gesundheitswesen III (Swap),sektorvorhaben_gesundheitswesen,KfW Entwicklungsbank,GIZ,,
1054,,,,,,,,,,,Biodiversität und Anpassung an den Klimawandel,biodiversitt_und_anpassung_an_de,KfW Entwicklungsbank,GIZ,,
1055,,,,,,,,,,,Afghanistan Reconstruction Trust Fund (ARTF) - Tranche XIII,afghanistan_reconstruction_trust,KfW Entwicklungsbank,GIZ,,
1056,Private Sector Engagement,Work and Employment,,Private Sector Development,,,,,,,Treuhandbeteiligung Aavishkaar Social Entrepreneurship Fonds,treuhandbeteiligung_aavishkaar_s,KfW Entwicklungsbank,GIZ,,
1057,,,,,,,,,,,Kommunale Infrastruktur IV Programm (Investitionsm.),kommunale_infrastruktur_iv_progr,KfW Entwicklungsbank,GIZ,,
1058,,,,,,,,,,,Intelligente Netze - Übertragungseffizienz,intelligente_netze__bertragungse,KfW Entwicklungsbank,GIZ,,
1059,Health,,,Infectious Diseases,,,,,,,HIV/Aids Prävention - iLoveLife Jugendportal,hivaids_prvention__ilovelife_jug,KfW Entwicklungsbank,GIZ,,
1060,Private Sector Engagement,Work and Employment,,Private Sector Development,,,,,,,Social Entrepreneurship Asien,social_entrepreneurship_asien,KfW Entwicklungsbank,GIZ,,
1061,,,,,,,,,,,Kaukasus Energieverbund II (Übertragungsleitung Armenien-Georgien/Umspannstationen),kaukasus_energieverbund_ii_bertr,KfW Entwicklungsbank,GIZ,,
1062,,,,,,,,,,,Stärkung der parlamentarischen Kontrolle in Sambia,strkung_der_parlamentarischen_ko,KfW Entwicklungsbank,GIZ,,
1063,,,,,,,,,,,"Gesundheits-, Ernaehrungs- und Bevoelkerungsprogramm II (Begl. M.)",gesundheits_ernaehrungs_und_bevo,KfW Entwicklungsbank,GIZ,,
1064,Private Sector Engagement,Work and Employment,,Private Sector Development,,,,,,,Aavishkaar Social Entrepreneurship Fund,aavishkaar_social_entrepreneursh,KfW Entwicklungsbank,GIZ,,
1065,,,,,,,,,,,Unterstützung der Implementieurng von REDD+ in Peru,untersttzung_der_implementieurng,KfW Entwicklungsbank,GIZ,,
1066,,,,,,,,,,,SME Facility I,sme_facility_i,KfW Entwicklungsbank,GIZ,,
1067,,,,,,,,,,,Programm dezentrale Gesundheitsversorgung 2010,programm_dezentrale_gesundheitsv,KfW Entwicklungsbank,GIZ,,
1068,,,,,,,,,,,Programm dezentrale Gesundheitsversorgung 2011,programm_dezentrale_gesundheitsv,KfW Entwicklungsbank,GIZ,,
1069,Economics and Finance,,,,,,,,,,Gemeinschaftl. Progr. für makroökonom. Unterstützung III (BM zur allgem. Budgethilfe: Stärkung guter finanz.Reg.-führg.),gemeinschaftl_progr_fr_makrokono,KfW Entwicklungsbank,GIZ,,
1070,Work and Employment,,,Development of financial systems,,,,,,,Women`s World Banking Capital Partners Fund II (WWB II) - THB,womens_world_banking_capital_par,KfW Entwicklungsbank,GIZ,,
1071,,,,,,,,,,,Erosionsschutzprogramm III / PLAE III,erosionsschutzprogramm_iii__plae,KfW Entwicklungsbank,GIZ,,
1072,Health,,,Family Planning,,,,,,,Reproduktive Gesundheit V (Gutschein Mutter-Kindgesundheit II),reproduktive_gesundheit_v_gutsch,KfW Entwicklungsbank,GIZ,,
1073,,,,,,,,,,,Gründung der Advans MFB (THM),grndung_der_advans_mfb_thm,KfW Entwicklungsbank,GIZ,,
1074,Work and Employment,,,Development of financial systems,,,,,,,Mikrofinanzierungsprogramm Treuhandbeteiligung,mikrofinanzierungsprogramm_treuh,KfW Entwicklungsbank,GIZ,,
1075,,,,,,,,,,,Unterstützung der Steuersystemreform - Begleitmaßnahme Allgemeine Budgethilfe,untersttzung_der_steuersystemref,KfW Entwicklungsbank,GIZ,,
1076,,,,,,,,,,,"Kommunale Wasserver- und Abwasserentsorgung in Pristina, Phase III",kommunale_wasserver_und_abwasser,KfW Entwicklungsbank,GIZ,,
1077,Economics and Finance,,,,,,,,,,MENA Regionalfonds für KKMU-Finanzierung (BM),mena_regionalfonds_fr_kkmufinanz,KfW Entwicklungsbank,GIZ,,
1078,,,,,,,,,,,Investitionsfonds AfricaGrow (BM),investitionsfonds_africagrow_bm,KfW Entwicklungsbank,GIZ,,
1079,,,,,,,,,,,Wasserver- und Abwasserentsorgungsprogramm Zentralamerika I & III,wasserver_und_abwasserentsorgung,KfW Entwicklungsbank,GIZ,,
1080,,,,,,,,,,,SWAp - Gesundheit,swap__gesundheit,KfW Entwicklungsbank,GIZ,,
1081,,,,,,,,,,,Energieeffizienz in öffentlichen Gebäuden und Infrastruktur (Phase II),energieeffizienz_in_ffentlichen,KfW Entwicklungsbank,GIZ,,
1082,,,,,,,,,,,Rehabilitierung des Provinzkrankenhauses Faisabad,rehabilitierung_des_provinzkrank,KfW Entwicklungsbank,GIZ,,
1083,,,,,,,,,,,Bildungsprogramm II,bildungsprogramm_ii,KfW Entwicklungsbank,GIZ,,
1084,Economics and Finance,,,,,,,,,,"Mikrofinanzinitiative für Sub-Sahara Afrika (MIFSSA II), Tranche I",mikrofinanzinitiative_fr_subsaha,KfW Entwicklungsbank,GIZ,,
1085,Economics and Finance,,,,,,,,,,Ländliche Finanzdienstleistungen,lndliche_finanzdienstleistungen,KfW Entwicklungsbank,GIZ,,
1086,,,,,,,,,,,MENA-Regionalfonds für KKMU-Finanzierung (SANAD),menaregionalfonds_fr_kkmufinanzi,KfW Entwicklungsbank,GIZ,,
1087,,,,,,,,,,,Überregionale Fazilität Erneuerbare Energien und Energieeffizienz SOE,berregionale_fazilitt_erneuerbar,KfW Entwicklungsbank,GIZ,,
1088,Health,,,Infectious Diseases,,,,,,,Soziale Sicherung für Arme zur Verbesserung der Müttergesundheit und der HIV-Prävention,soziale_sicherung_fr_arme_zur_ve,KfW Entwicklungsbank,GIZ,,
1089,,,,,,,,,,,Förderung zertifizierter Waldbewirtschaftung,frderung_zertifizierter_waldbewi,KfW Entwicklungsbank,GIZ,,
1090,Economics and Finance,,,,,,,,,,Schwarzmeerenergieverbund (Inv) (Mischfinanzierung),schwarzmeerenergieverbund_inv_mi,KfW Entwicklungsbank,GIZ,,
1091,,,,,,,,,,,Nachhaltige Naturschutzfinanzierung Amazonasbecken (OTCA),nachhaltige_naturschutzfinanzier,KfW Entwicklungsbank,GIZ,,
1092,,,,,,,,,,,Fischereiüberwachung V,fischereiberwachung_v,KfW Entwicklungsbank,GIZ,,
1093,Private Sector Engagement,Economics and Finance,,,,,,,,,Sektorprogramm Mikrofinanz II,sektorprogramm_mikrofinanz_ii,KfW Entwicklungsbank,GIZ,,
1094,,,,,,,,,,,Effizienzsteigerung im Stromverteilungsnetz,effizienzsteigerung_im_stromvert,KfW Entwicklungsbank,GIZ,,
1095,,,,,,,,,,,Ostafrikanisches Unterseekabel,ostafrikanisches_unterseekabel,KfW Entwicklungsbank,GIZ,,
1096,Private Sector Engagement,Economics and Finance,,,,,,,,,KV-Forstsektorkorbfinanzierung,kvforstsektorkorbfinanzierung,KfW Entwicklungsbank,GIZ,,
1097,Private Sector Engagement,Economics and Finance,,,,,,,,,Mikrofinanzprogramm (BM),mikrofinanzprogramm_bm,KfW Entwicklungsbank,GIZ,,
1098,Sustainable Infrastructure,,,,,,,,,,Kommunale Infrastruktur Batumi III,kommunale_infrastruktur_batumi_i,KfW Entwicklungsbank,GIZ,,
1099,,,,,,,,,,,Bildungsprogramm I,bildungsprogramm_i,KfW Entwicklungsbank,GIZ,,
1100,Rural Development,Work and Employment ,,Enterprise Ecosystems ,,,,,,,"Mikrofinanzdienstleistungen im ländlichen Raum - ""Lao Access to Finance Fund II"" (LAFF II)",mikrofinanzdienstleistungen_im_l,,GIZ,,
1101,,,,,,,,,,,Kataster und Grundbuch I (BM),kataster_und_grundbuch_i_bm,KfW Entwicklungsbank,GIZ,,
1102,,,,,,,,,,,Wasser-/Abwasserprogramm Palästinensisches Gebiet,wasserabwasserprogramm_palstinen,KfW Entwicklungsbank,GIZ,,
1103,,,,,,,,,,,Aufbau eines Zahlungsverkehrssystems beider namibischen Postsparkasse (BM),aufbau_eines_zahlungsverkehrssys,KfW Entwicklungsbank,GIZ,,
1104,,,,,,,,,,,Rehabilitierung Stromversorgung Region Jaffna (Übertragungsleitung),rehabilitierung_stromversorgung,KfW Entwicklungsbank,GIZ,,
1105,,,,,,,,,,,Aufbau eines Zahlungsverkehrssystems beider nambibischen Postsparkasse (Inv.),aufbau_eines_zahlungsverkehrssys,KfW Entwicklungsbank,GIZ,,
1106,,,,,,,,,,,Kommunale Raumordnung und Umweltschutz in Río Plátano,kommunale_raumordnung_und_umwelt,KfW Entwicklungsbank,GIZ,,
1107,,,,,,,,,,,Förderung der beruflichen Ausbildung (BM),frderung_der_beruflichen_ausbild,KfW Entwicklungsbank,GIZ,,
1108,,,,,,,,,,,Adivasi-Entwicklungsprogramm Gujarat Phase II,adivasientwicklungsprogramm_guja,KfW Entwicklungsbank,GIZ,,
1109,,,,,,,,,,,Entwicklung des Zahlungsverkehrssystems,entwicklung_des_zahlungsverkehrs,KfW Entwicklungsbank,GIZ,,
1110,,,,,,,,,,,Partnerschaft gegen Wilderei und illegalen Wildtierhandel (in Afrika und Asien),partnerschaft_gegen_wilderei_und,GIZ,GIZ,,
1111,,,,,,,,,,,Stabilisierungsprogramm Nordafghanistan (SPNA V),stabilisierungsprogramm_nordafgh,KfW Entwicklungsbank,GIZ,,
1112,Rural Development,,,,,,,,,,Bhoomi Ka - Promoting sustainable consumption and production systems for safe and organic foods in India,bhoomi_ka__promoting_sustainable,welthungerhilfe,GIZ,,
1113,,,,,,,,,,,Kapazitätsaufbau im Bildungswesen,kapazittsaufbau_im_bildungswesen,GIZ,GIZ,,
1114,,,,,,,,,,,Programm Wasserversorgung und Abwassermanagement,programm_wasserversorgung_und_ab,GIZ,GIZ,,
1115,Private Sector Engagement,,,,,,,,,,Förderung von kleinen und mittelständischen Unternehmen - Privatsektorförderung,frderung_von_kleinen_und_mittels,GIZ,GIZ,,
1116,Environment and Climate ,,,Environment and Policy,,,,,,,Adaptation to Climate Change into the National and Local Development Planning II,adaptation_to_climate_change_int,GIZ,GIZ,,
1117,Private Sector Engagement,,,,,,,,,,Sektorvorhaben Nachhaltige Landwirtschaft,sektorvorhaben_nachhaltige_landw,GIZ,GIZ,,
1118,,,,,,,,,,,Jugendgewaltprävention in Zentralamerika (PREVENIR),jugendgewaltprvention_in_zentral,GIZ,GIZ,,
1119,,,,,,,,,,,IKT - Perspektiven für eine moderne Jugend im Irak,ikt__perspektiven_fr_eine_modern,GIZ,GIZ,,
1120,,,,,,,,,,,Unterstützung der Dezentralisierung als Beitrag zur Guten Regierungsführung,untersttzung_der_dezentralisieru,GIZ,GIZ,,
1121,Private Sector Engagement,,,,,,,,,,Nachhaltige Entwicklung des Wasser- und Sanitärsektors in Mali,nachhaltige_entwicklung_des_wass,GIZ,GIZ,,
1122,,,,,,,,,,,"Schwerpunktprogramm Demokratie, Kommunalentwicklung und Rechtsstaat; Komponente Kommunalentwicklung",schwerpunktprogramm_demokratie_k,GIZ,GIZ,,
1123,Private Sector Engagement,,,,,,,,,,Programm für die Reform des Wassersektors,programm_fr_die_reform_des_wasse,GIZ,GIZ,,
1124,,,,,,,,,,,Initiative landwirtschaftliche Wertschöpfungsketten,initiative_landwirtschaftliche_w,GIZ,GIZ,,
1125,,,,,,,,,,,"Regionales Programm für Gesundheitsbildung ""Fit for School""",regionales_programm_fr_gesundhei,GIZ,GIZ,,
1126,,,,,,,,,,,Reformprogramm zur Kommunalentwicklung,reformprogramm_zur_kommunalentwi,GIZ,GIZ,,
1127,,,,,,,,,,,Verbesserung kommunaler Wassereffizienz durch Zusammenarbeit mit religiösen Autoritäten,verbesserung_kommunaler_wasseref,GIZ,GIZ,,
1128,,,,,,,,,,,Sonderinitiative Stabilisierung Nordafrika/Nahost - Menschenrechtsförderung und -dialog in Mauretanien,sonderinitiative_stabilisierung,GIZ,GIZ,,
1129,,,,,,,,,,,"Jugend, Beschäftigung und Ausbildung",jugend_beschftigung_und_ausbildu,GIZ,GIZ,,
1130,,,,,,,,,,,Aufbau nachhaltiger lokaler Dienstleistungen (Abfallwirtschaft),aufbau_nachhaltiger_lokaler_dien,GIZ,GIZ,,
